datetime,symbol,open,high,low,close,volume,sma_20days,upper_bollinger,lower_bollinger
2021-06-01 09:15:00,NSE:NIFTY_50,15629.65,15660.75,15528.3,15574.85,1e+100,,,
2021-06-02 09:15:00,NSE:NIFTY_50,15520.35,15597.45,15459.85,15576.2,1e+100,,,
2021-06-03 09:15:00,NSE:NIFTY_50,15655.55,15705.1,15611.0,15690.35,1e+100,,,
2021-06-04 09:15:00,NSE:NIFTY_50,15712.5,15733.6,15622.35,15670.25,1e+100,,,
2021-06-07 09:15:00,NSE:NIFTY_50,15725.1,15773.45,15678.1,15751.65,1e+100,,,
2021-06-08 09:15:00,NSE:NIFTY_50,15773.9,15778.8,15680.0,15740.1,1e+100,,,
2021-06-09 09:15:00,NSE:NIFTY_50,15766.3,15800.45,15566.9,15635.35,1e+100,,,
2021-06-10 09:15:00,NSE:NIFTY_50,15692.1,15751.25,15648.5,15737.75,1e+100,,,
2021-06-11 09:15:00,NSE:NIFTY_50,15796.45,15835.55,15749.8,15799.35,1e+100,,,
2021-06-14 09:15:00,NSE:NIFTY_50,15791.4,15823.05,15606.5,15811.85,1e+100,,,
2021-06-15 09:15:00,NSE:NIFTY_50,15866.95,15901.6,15842.4,15869.25,1e+100,,,
2021-06-16 09:15:00,NSE:NIFTY_50,15847.5,15880.85,15742.6,15767.55,1e+100,,,
2021-06-17 09:15:00,NSE:NIFTY_50,15648.3,15769.35,15616.75,15691.4,1e+100,,,
2021-06-18 09:15:00,NSE:NIFTY_50,15756.5,15761.5,15450.9,15683.35,1e+100,,,
2021-06-21 09:15:00,NSE:NIFTY_50,15525.85,15765.15,15505.65,15746.5,1e+100,,,
2021-06-22 09:15:00,NSE:NIFTY_50,15840.5,15895.75,15752.1,15772.75,1e+100,,,
2021-06-23 09:15:00,NSE:NIFTY_50,15862.8,15862.95,15673.95,15686.95,1e+100,,,
2021-06-24 09:15:00,NSE:NIFTY_50,15737.3,15821.4,15702.7,15790.45,1e+100,,,
2021-06-25 09:15:00,NSE:NIFTY_50,15839.35,15870.8,15772.3,15860.35,1e+100,,,
2021-06-28 09:15:00,NSE:NIFTY_50,15915.35,15915.65,15792.15,15814.7,1e+100,15733.5475,15816.249880916213,15650.845119083788
2021-06-29 09:15:00,NSE:NIFTY_50,15807.5,15835.9,15724.05,15748.45,1e+100,15742.227500000003,15816.028203311085,15668.42679668892
2021-06-30 09:15:00,NSE:NIFTY_50,15776.9,15839.1,15708.75,15721.5,1e+100,15749.492500000002,15812.443285445124,15686.54171455488
2021-07-01 09:15:00,NSE:NIFTY_50,15755.05,15755.55,15667.05,15680.0,1e+100,15748.975,15812.477690577063,15685.472309422938
2021-07-02 09:15:00,NSE:NIFTY_50,15705.85,15738.35,15635.95,15722.2,1e+100,15751.572499999998,15812.703755411269,15690.441244588728
2021-07-05 09:15:00,NSE:NIFTY_50,15793.4,15845.95,15762.05,15834.35,1e+100,15755.7075,15819.579790909695,15691.835209090306
2021-07-06 09:15:00,NSE:NIFTY_50,15813.75,15914.2,15801.0,15818.25,1e+100,15759.615,15824.8579953893,15694.3720046107
2021-07-07 09:15:00,NSE:NIFTY_50,15819.6,15893.55,15779.7,15879.65,1e+100,15771.829999999998,15835.431889660771,15708.228110339225
2021-07-08 09:15:00,NSE:NIFTY_50,15855.4,15885.75,15682.9,15727.9,1e+100,15771.3375,15835.254532724997,15707.420467275002
2021-07-09 09:15:00,NSE:NIFTY_50,15688.25,15730.85,15632.75,15689.8,1e+100,15765.86,15831.908609690934,15699.811390309067
2021-07-12 09:15:00,NSE:NIFTY_50,15766.8,15789.2,15644.75,15692.6,1e+100,15759.897500000001,15826.950847722463,15692.84415227754
2021-07-13 09:15:00,NSE:NIFTY_50,15794.0,15820.8,15744.6,15812.35,1e+100,15757.0525,15820.322303379944,15693.782696620056
2021-07-14 09:15:00,NSE:NIFTY_50,15808.7,15877.35,15764.2,15853.95,1e+100,15761.372500000001,15828.243929024187,15694.501070975815
2021-07-15 09:15:00,NSE:NIFTY_50,15872.15,15952.35,15855.0,15924.2,1e+100,15773.0125,15846.950889848718,15699.074110151283
2021-07-16 09:15:00,NSE:NIFTY_50,15958.35,15962.25,15882.6,15923.4,1e+100,15785.015,15863.005100755092,15707.024899244907
2021-07-19 09:15:00,NSE:NIFTY_50,15754.5,15836.9,15707.5,15752.4,1e+100,15785.310000000001,15863.15777757704,15707.462222422962
2021-07-20 09:15:00,NSE:NIFTY_50,15703.95,15728.45,15578.55,15632.1,1e+100,15778.2775,15863.338370580705,15693.216629419296
2021-07-22 09:15:00,NSE:NIFTY_50,15736.6,15834.8,15726.4,15824.05,1e+100,15785.132500000002,15867.940544160165,15702.324455839838
2021-07-23 09:15:00,NSE:NIFTY_50,15856.8,15899.8,15768.4,15856.05,1e+100,15788.4125,15872.727735363922,15704.097264636079
2021-07-26 09:15:00,NSE:NIFTY_50,15849.3,15893.35,15797.0,15824.45,1e+100,15786.617499999998,15869.693678223108,15703.54132177689
2021-07-27 09:15:00,NSE:NIFTY_50,15860.5,15881.55,15701.0,15746.45,1e+100,15783.204999999998,15866.468460900038,15699.941539099958
2021-07-28 09:15:00,NSE:NIFTY_50,15761.55,15767.5,15513.45,15709.4,1e+100,15781.252499999999,15865.821468233966,15696.683531766032
2021-07-29 09:15:00,NSE:NIFTY_50,15762.7,15817.35,15737.8,15778.45,1e+100,15784.1,15867.501888467828,15700.698111532172
2021-07-30 09:15:00,NSE:NIFTY_50,15800.6,15862.8,15744.85,15763.05,1e+100,15788.252499999999,15868.19427235404,15708.310727645958
2021-08-02 09:15:00,NSE:NIFTY_50,15874.9,15892.9,15834.65,15885.15,1e+100,15796.4,15877.550156467729,15715.24984353227
2021-08-03 09:15:00,NSE:NIFTY_50,15951.55,16146.9,15914.35,16130.75,1e+100,15811.220000000001,15921.501620838366,15700.938379161636
2021-08-04 09:15:00,NSE:NIFTY_50,16195.25,16290.2,16176.15,16258.8,1e+100,15833.247500000001,15982.21816160737,15684.276838392632
2021-08-05 09:15:00,NSE:NIFTY_50,16288.95,16349.45,16210.3,16294.6,1e+100,15853.995,16035.180665823764,15672.809334176238
2021-08-06 09:15:00,NSE:NIFTY_50,16304.4,16336.75,16223.3,16238.2,1e+100,15879.51,16077.184625398195,15681.835374601806
2021-08-09 09:15:00,NSE:NIFTY_50,16281.35,16320.75,16179.05,16258.25,1e+100,15907.9325,16117.408943390486,15698.456056609515
2021-08-10 09:15:00,NSE:NIFTY_50,16274.8,16359.25,16202.25,16280.1,1e+100,15937.307499999999,16155.988952583313,15718.626047416685
2021-08-11 09:15:00,NSE:NIFTY_50,16327.3,16338.75,16162.55,16282.25,1e+100,15960.8025,16190.326105869455,15731.278894130544
2021-08-12 09:15:00,NSE:NIFTY_50,16303.65,16375.5,16286.9,16364.4,1e+100,15986.325,16231.208017452913,15741.441982547089
2021-08-13 09:15:00,NSE:NIFTY_50,16385.699,16543.6,16376.3,16529.1,1e+100,16016.569999999998,16289.163406202835,15743.97659379716
2021-08-16 09:15:00,NSE:NIFTY_50,16518.4,16589.4,16480.75,16563.051,1e+100,16048.552550000002,16346.027829943429,15751.077270056576
2021-08-17 09:15:00,NSE:NIFTY_50,16545.25,16628.551,16495.4,16614.6,1e+100,16091.66255,16405.9598650036,15777.365234996398
2021-08-18 09:15:00,NSE:NIFTY_50,16691.949,16701.85,16535.85,16568.85,1e+100,16138.500049999999,16450.497716919497,15826.5023830805
2021-08-20 09:15:00,NSE:NIFTY_50,16382.5,16509.551,16376.05,16450.5,1e+100,16169.82255,16480.03058663204,15859.61451336796
2021-08-23 09:15:00,NSE:NIFTY_50,16592.25,16592.5,16395.699,16496.449,1e+100,16201.842499999999,16511.007553395262,15892.677446604734
2021-08-24 09:15:00,NSE:NIFTY_50,16561.4,16647.1,16495.301,16624.6,1e+100,16241.85,16551.379726333867,15932.320273666133
2021-08-25 09:15:00,NSE:NIFTY_50,16654.0,16712.449,16617.5,16634.65,1e+100,16286.26,16584.481932212806,15988.038067787194
2021-08-26 09:15:00,NSE:NIFTY_50,16627.949,16683.699,16603.4,16636.9,1e+100,16332.635,16607.642964832223,16057.627035167778
2021-08-27 09:15:00,NSE:NIFTY_50,16642.551,16722.051,16565.6,16705.199,1e+100,16378.972449999997,16632.961464279935,16124.98343572006
2021-08-30 09:15:00,NSE:NIFTY_50,16775.85,16951.5,16764.85,16931.051,1e+100,16437.3725,16676.11006923043,16198.63493076957
2021-08-31 09:15:00,NSE:NIFTY_50,16947.5,17153.5,16915.85,17132.199,1e+100,16499.72495,16749.250239031095,16250.199660968903
2021-09-01 09:15:00,NSE:NIFTY_50,17185.6,17225.75,17055.051,17076.25,1e+100,16546.999949999998,16812.025731715563,16281.97416828443
2021-09-02 09:15:00,NSE:NIFTY_50,17095.4,17245.5,17059.699,17234.15,1e+100,16595.76745,16892.77757151945,16298.757328480548
2021-09-03 09:15:00,NSE:NIFTY_50,17262.449,17340.1,17212.199,17323.6,1e+100,16647.21745,16976.665279214998,16317.769620785004
2021-09-06 09:15:00,NSE:NIFTY_50,17399.35,17429.551,17345.551,17377.801,1e+100,16704.197500000002,17056.909108637177,16351.485891362827
2021-09-07 09:15:00,NSE:NIFTY_50,17401.551,17436.5,17287.0,17362.1,1e+100,16759.39,17124.78426320692,16393.99573679308
2021-09-08 09:15:00,NSE:NIFTY_50,17375.75,17383.4,17254.199,17353.5,1e+100,16813.06,17183.1513681004,16442.968631899603
2021-09-09 09:15:00,NSE:NIFTY_50,17312.85,17379.65,17302.699,17369.25,1e+100,16867.41,17235.25539115647,16499.56460884353
2021-09-13 09:15:00,NSE:NIFTY_50,17363.551,17378.35,17269.15,17355.301,1e+100,16916.955049999997,17280.18752103698,16553.722578963014
2021-09-14 09:15:00,NSE:NIFTY_50,17420.35,17438.551,17367.051,17380.0,1e+100,16959.50005,17324.739429160905,16594.260670839092
2021-09-15 09:15:00,NSE:NIFTY_50,17387.65,17532.699,17386.9,17519.449,1e+100,17007.319949999997,17380.445609540773,16634.19429045922
2021-09-16 09:15:00,NSE:NIFTY_50,17539.199,17644.6,17510.449,17629.5,1e+100,17058.06495,17443.77075234825,16672.35914765175
2021-09-17 09:15:00,NSE:NIFTY_50,17709.65,17792.949,17537.65,17585.15,1e+100,17108.879950000002,17493.687109597136,16724.072790402868
2021-09-20 09:15:00,NSE:NIFTY_50,17443.85,17622.75,17361.801,17396.9,1e+100,17156.199950000002,17512.951536438923,16799.44836356108
2021-09-21 09:15:00,NSE:NIFTY_50,17450.5,17578.35,17326.1,17562.0,1e+100,17209.4775,17541.20302160366,16877.751978396343
2021-09-22 09:15:00,NSE:NIFTY_50,17580.9,17610.449,17524.0,17546.65,1e+100,17255.58,17565.069342270897,16946.090657729106
2021-09-23 09:15:00,NSE:NIFTY_50,17670.85,17843.9,17646.551,17822.949,1e+100,17314.99495,17612.850460555484,17017.139439444516
2021-09-24 09:15:00,NSE:NIFTY_50,17897.449,17947.65,17819.4,17853.199,1e+100,17375.8099,17651.254217951922,17100.365582048078
2021-09-27 09:15:00,NSE:NIFTY_50,17932.199,17943.5,17802.9,17855.1,1e+100,17433.30495,17679.903737594363,17186.70616240564
2021-09-28 09:15:00,NSE:NIFTY_50,17906.449,17912.85,17576.1,17748.6,1e+100,17474.182399999998,17700.03061389958,17248.334186100416
2021-09-29 09:15:00,NSE:NIFTY_50,17657.949,17781.75,17608.15,17711.301,1e+100,17503.1375,17719.767857859606,17286.507142140395
2021-09-30 09:15:00,NSE:NIFTY_50,17718.9,17742.15,17585.35,17618.15,1e+100,17530.232500000002,17723.263406167523,17337.20159383248
2021-10-01 09:15:00,NSE:NIFTY_50,17531.9,17557.15,17452.9,17532.051,1e+100,17545.127549999997,17725.165395996068,17365.089704003927
2021-10-04 09:15:00,NSE:NIFTY_50,17615.551,17750.9,17581.35,17691.25,1e+100,17563.51005,17738.43527954367,17388.58482045633
2021-10-05 09:15:00,NSE:NIFTY_50,17661.35,17833.449,17640.9,17822.301,1e+100,17585.73505,17764.028683433757,17407.441416566242
2021-10-06 09:15:00,NSE:NIFTY_50,17861.5,17884.6,17613.15,17646.0,1e+100,17599.930050000003,17770.62106706812,17429.239032931884
2021-10-07 09:15:00,NSE:NIFTY_50,17810.551,17857.551,17763.801,17790.35,1e+100,17621.77255,17787.137081062556,17456.408018937447
2021-10-08 09:15:00,NSE:NIFTY_50,17886.85,17941.85,17840.35,17895.199,1e+100,17648.07,17812.98248114463,17483.15751885537
2021-10-11 09:15:00,NSE:NIFTY_50,17867.551,18041.949,17839.1,17945.949,1e+100,17677.6024,17840.196722519042,17515.008077480958
2021-10-12 09:15:00,NSE:NIFTY_50,17915.801,18008.65,17864.949,17991.949,1e+100,17708.19985,17869.41625867723,17546.983441322773
2021-10-13 09:15:00,NSE:NIFTY_50,18097.85,18197.801,18050.75,18161.75,1e+100,17740.3149,17924.3167885155,17556.3130114845
2021-10-14 09:15:00,NSE:NIFTY_50,18272.85,18350.75,18248.699,18338.551,1e+100,17775.76745,18000.98617734829,17550.548722651707
2021-10-18 09:15:00,NSE:NIFTY_50,18500.1,18543.15,18445.301,18477.051,1e+100,17820.3625,18089.809815755143,17550.915184244855
2021-10-19 09:15:00,NSE:NIFTY_50,18602.35,18604.449,18377.699,18418.75,1e+100,17871.455,18152.989657444967,17589.920342555037
2021-10-20 09:15:00,NSE:NIFTY_50,18439.9,18458.301,18209.35,18266.6,1e+100,17906.685,18191.523607997253,17621.84639200275
2021-10-21 09:15:00,NSE:NIFTY_50,18382.699,18384.199,18048.0,18178.1,1e+100,17938.2575,18215.995739637845,17660.519260362154
2021-10-22 09:15:00,NSE:NIFTY_50,18230.699,18314.25,18034.35,18114.9,1e+100,17952.855050000002,18231.883139389567,17673.826960610437
2021-10-25 09:15:00,NSE:NIFTY_50,18229.5,18241.4,17968.5,18125.4,1e+100,17966.4651,18247.010863313346,17685.919336686657
2021-10-26 09:15:00,NSE:NIFTY_50,18154.5,18310.449,18099.301,18268.4,1e+100,17987.130100000002,18274.187240358788,17700.072959641217
2021-10-27 09:15:00,NSE:NIFTY_50,18295.85,18342.051,18167.9,18210.949,1e+100,18010.24755,18295.696798534515,17724.798301465486
